DW Review,product_id,review_id,review_score,review_comment_title,review_comment_message,review_creation_date,review_answer_timestamp,review_word_count,review_response_days,review_positive_flag,DW Product,REVIEW_DETAIL_LEVEL
701,fe0be6df56c891975ff729be49fd2e17,83414f98136ce687f7eb69e555b2519c,5,,super rapido a entrega .... chegou antes da data... ,2017-10-24 00:00:00,2017-10-25 19:36:00,9,1.8166666666656965,1,262,short review
702,fe0a8502d28faaddaa89ebedadc543ae,83425ec8d092f15274f4db9c66e713b8,5,,,2017-09-15 00:00:00,2017-09-17 23:03:00,0,2.960416666668607,1,263,no text
703,fe09eb5f7bfcb79d05df7c4e83ec204e,835ef8e61187af653eea44d7182d963b,5,,,2018-08-23 00:00:00,2018-08-24 12:29:00,0,1.5201388888890506,1,264,no text
704,fe08e28295ab13626e239b59612918f2,8398a936e2b8eb0cb0a14d15455befb8,4,,,2018-05-04 00:00:00,2018-05-07 06:58:00,0,3.290277777778101,1,265,no text
705,fe077ec80df6b4ee60bb4498d5ab1962,83f2d758c5e31f14e3d8ce9bff55780e,5,Super recomendo,"Como sempre, excelente serviço.",2018-06-09 00:00:00,2018-06-11 10:35:00,4,2.4409722222189885,1,266,short review
706,fe06d596708c590bf178cdb82aa7d48d,841be81ef8745f0be793d1f6a2d659e2,3,,,2018-02-24 00:00:00,2018-02-27 01:53:00,0,3.078472222223354,0,267,no text
707,fe05ad488982d6de6373f13486d92d99,843ed738a1c772f69a83b391cf250932,5,,,2018-03-27 00:00:00,2018-04-01 13:58:00,0,5.5819444444423425,1,268,no text
708,fe038e16fec390e96e4d557ef433e280,844f12cb44cb2c97b033854a64b4727a,5,Mto bom,"Recebi o produto no prazo, tudo ok",2018-06-27 00:00:00,2018-07-09 17:50:00,7,12.743055555554747,1,269,short review
709,fe02ad514379012c6a31b62741a3a9d4,846681d8e6cb11d6d87dc77d2cde19f3,5,,,2018-03-20 00:00:00,2018-03-21 03:13:00,0,1.1340277777781012,1,270,no text
710,fe01b643060a6446e59f58e3021e66b3,84ae94ac7146889400b0c58f5baa7cde,1,,,2017-07-08 00:00:00,2017-07-08 15:56:00,0,0.663888888891961,0,271,no text
711,fdff6fbfaeefd11afe77be6f416e9c4e,84b134a06e0110d46d845017438ec27d,4,,,2018-02-08 00:00:00,2018-02-09 11:50:00,0,1.4930555555547471,1,272,no text
712,fdfe4f462b8972c3455163e3fa7653c6,84d7edd8faee78b23baea8f3fb8762b4,5,,,2018-08-04 00:00:00,2018-08-06 23:29:00,0,2.9784722222248092,1,273,no text
713,fdfb90feb49d2b41b8283a8ec6e95590,857799c828ec70cacbd6f18646f7733b,5,,,2018-01-07 00:00:00,2018-01-09 14:32:00,0,2.6055555555576575,1,274,no text
714,fdf9ec5852bb18d630e683e3c796972d,85c2b5cd3588fe49304e20c34b8a7287,2,,"Produto importado, o meu veio com defeito",2018-01-08 00:00:00,2018-01-09 20:16:00,7,1.844444444446708,0,275,short review
715,fdf648fe44c2e24e9857c8d4ad5a7028,8600c6c8b100296750e056f4d4f04f08,5,,,2017-01-29 00:00:00,2017-01-29 23:23:00,0,0.9743055555591127,1,276,no text
716,fdf37ff6a4ff39ac973343a01c1f91ef,8670d52e15e00043ae7de4c01cc2fe06,4,recomendo,aparelho eficiente. no site a marca do aparelho esta impresso como 3desinfector e ao chegar esta com outro nome...atualizar com a marca correta uma vez que é o mesmo aparelho,2018-05-22 00:00:00,2018-05-23 16:45:00,30,1.6979166666642413,1,277,long review
717,fdeb34a9f03fea7c3937dd62d1d0287e,869696516d580a0871642308af4301f2,4,Produto entregue no prazo,Ainda não utilizei o produto,2018-06-05 00:00:00,2018-06-08 10:35:00,5,3.4409722222189885,1,278,short review
718,fde90f06296b26995fd0de6f16610d70,86b8f28757b213a5f9888c8f31f15dc5,2,,"parece que mantem bem o alimento sem murchar (batata palha) mas a tampa é estranha, parece que não fecha. e o inox da tampa é feio.",2017-09-20 00:00:00,2017-09-25 12:24:00,26,5.516666666670062,0,279,long review
719,fde84a599b4b96ce7eef9109caece04b,86c5cfa7fcbde303f704b60a78ced7d6,5,Entrega perfeita,Muito bom. muito cheiroso.,2018-06-13 00:00:00,2018-06-14 17:29:00,4,1.7284722222248092,1,280,short review
720,fde7de6bf5508a0001da45dbe6c80b22,87987d7d5031de07b70cc17dd970302f,1,,"PRODUTO NÃO VEIO CONFORME ESTAVA NO SITE ._x000D_
MOSTRAVA CALENDÁRIO SITE MAS QUANDO RECEBI VEIO SEM E ESTA DIFÍCIL PARA FAZER A TROCA E ESTORNO DO PRODUTO",2017-12-06 00:00:00,2017-12-07 15:41:00,26,1.6534722222204437,0,281,long review
721,fde71f25e699ca0a2a83a6c3a249b816,87a0264d6b18f5bab5710357fa8e7fcc,5,,Ótimo atendimento e entrega antes do prazo.,2018-05-09 00:00:00,2018-05-09 17:55:00,7,0.7465277777810115,1,282,short review
722,fde4e97b75bd817d8c4aef8de39ed4d9,87aa227006eb2fb086f3cbdaaa2fe764,5,,,2018-07-12 00:00:00,2018-07-12 22:46:00,0,0.9486111111109494,1,283,no text
723,fde0eff565370716f3400d2bdf4e148a,87b877372ded0fe3bb0a5701e9291005,5,,,2018-05-12 00:00:00,2018-05-16 06:30:00,0,4.270833333335759,1,284,no text
724,fddede0d4854d07dbb9bcf3b090697f3,888f11883ff85fa5c07e6ae1192d85c4,5,,Cumpriu o prometido na compra e com o uma entrega em tempo satisfatório ,2018-01-04 00:00:00,2018-01-05 23:30:00,13,1.9791666666642413,1,285,short review
725,fddec93a56600e40327c7a9e66c98feb,88b1ded591cdd8c4f48c5285c7599392,5,,Estou muito satisfeita com a minha compra e com o recebimento do produto; dentro do prazo!,2018-05-03 00:00:00,2018-05-03 23:15:00,16,0.96875,1,286,long review
726,fdde5bfe43004cc06f12152870b951f4,88b8f9e6cc90858edfdb9028c4e07ad5,5,,A lannister sempre se superandoo,2017-06-20 00:00:00,2017-06-23 10:52:00,5,3.452777777776646,1,287,short review
727,fddc61a36e83f12b665d068c07411aa7,88d7b83d671f4fd55d8a2987872ea4c9,5,,,2017-08-31 00:00:00,2017-09-01 01:32:00,0,1.0638888888861402,1,288,no text
728,fdd84aefb08c8f8225e0b8c97429d53b,88f4e15ae012ecc9855c9ea7ed4b4c4e,5,,,2018-07-10 00:00:00,2018-07-11 01:18:00,0,1.054166666668607,1,289,no text
729,fdd7bd74464daed1af6c0b21d9c654d4,890ec1767be8eb104877db6d68eaade5,5,,"otimo vendedor chegou ate antes do prazo , adorei o produto",2017-05-13 00:00:00,2017-05-14 02:57:00,11,1.1229166666671517,1,290,short review
730,fdd6cd13962a20732851bc7cefd37549,8972c9666b9346e1c701e1780f9031e9,4,,,2017-10-17 00:00:00,2017-10-20 19:05:00,0,3.7951388888905058,1,291,no text
731,fdd4f5e099d232bbd0d1fca8eab34172,89b228124a449c8c70071e67a0908fd9,4,,,2017-05-03 00:00:00,2017-05-04 01:23:00,0,1.0576388888875954,1,292,no text
732,fdd209e106931a894807cb3a076e8752,89ce1bf13facec183ff6e592ff4e305d,5,,,2018-07-27 00:00:00,2018-07-28 01:37:00,0,1.0673611111124046,1,293,no text
733,fdd06e4d9669d1f11992a3973a0fdd7b,89f1be937461a932b5521a02d760aa10,1,,"Muito ruim, não veio um produto e o outro veio errado.. ",2018-04-11 00:00:00,2018-04-11 06:00:00,11,0.25,0,294,short review
734,fde7de6bf5508a0001da45dbe6c80b22,8a310b56e4d05a7786d23986a1a49ae9,4,Recomendo,"O pedido chegou antes do combinado, muito bom.",2018-05-08 00:00:00,2018-05-10 17:19:00,8,2.7215277777795563,1,281,short review
735,fde71f25e699ca0a2a83a6c3a249b816,8a64945e89526e68bc16383391590232,5,,"Amei achei lindo ,muito delicado adorei",2018-04-18 00:00:00,2018-04-18 22:30:00,6,0.9375,1,282,short review
736,fde4e97b75bd817d8c4aef8de39ed4d9,8ad4fa301dbed8212b871775dda9cfb3,5,,,2018-03-10 00:00:00,2018-03-12 16:34:00,0,2.6902777777795563,1,283,no text
737,fde0eff565370716f3400d2bdf4e148a,8b02be7c138459ad09e47813223f854e,1,,,2018-01-11 00:00:00,2018-01-11 14:53:00,0,0.6201388888875954,0,284,no text
738,fddede0d4854d07dbb9bcf3b090697f3,8b230a1373c6dc4bd867099fda1d7039,3,,Eu comprei duas unidades e só recebi uma e agora o que faço?,2017-11-09 00:00:00,2017-11-10 10:38:00,13,1.4430555555591127,0,285,short review
739,fddec93a56600e40327c7a9e66c98feb,8b4c14417bccab81710772ecb8b23fd6,1,,produto deu defeito na 1 vez de uso.,2018-08-03 00:00:00,2018-08-04 19:32:00,8,1.8138888888861402,0,286,short review
740,fdde5bfe43004cc06f12152870b951f4,8b712cf2f200e83a1082ecd7bfc6e4f2,1,descrição do produto erra,"a descrição do produto estava errada e não consegui usar o produto ,pedi o cancelamento fazem 15 dias e ainda não obtive resposta",2018-05-22 00:00:00,2018-06-05 20:53:00,23,14.870138888887595,0,287,long review
741,fddc61a36e83f12b665d068c07411aa7,8bc406ac3b0cd96a8e7cb12b976f91fc,5,,Excelente serviço,2018-03-08 00:00:00,2018-03-09 11:40:00,2,1.4861111111094942,1,288,short review
742,fdd84aefb08c8f8225e0b8c97429d53b,8bc4d875dbab927e9190060688edc80f,2,,Excelente produto indico a qualquer pessoa.,2017-07-18 00:00:00,2017-07-19 10:45:00,6,1.4479166666642413,0,289,short review
743,fdd7bd74464daed1af6c0b21d9c654d4,8bf2ed0dcb199f4db44a16381e8b996b,5,,,2017-03-30 00:00:00,2017-04-02 22:11:00,0,3.9243055555562023,1,290,no text
744,fedccbd5e370e8ddb7aae6fb4cb70347,8c6537ae1519a3c0375e4fd45438344b,5,,,2018-04-06 00:00:00,2018-04-07 03:11:00,0,1.132638888891961,1,167,no text
745,fedbf77eb491dfc9ac276b9ea9ee10c6,8c7c2545647efc4f2b99316c0d7353de,1,,,2017-11-12 00:00:00,2017-11-14 23:32:00,0,2.9805555555576575,0,168,no text
746,fedaaeb6d54cd9772c003ec97ce92ff7,8c80c295fa55d3bfc5c685c342ecf6d4,4,,"De fácil manuseio, até o presente atende as expectativas. ",2018-04-17 00:00:00,2018-04-17 15:03:00,9,0.6270833333328483,1,169,short review
747,fed8c9425c38a8433368e5fa59592a89,8c8ec6ed4210b3d764d3dd3bbe9e87d9,3,,Boa noite as lojas lannister são ótimas adoro o site hoje faço pouquíssima compra pelo frete abusivo infelizmente não compensa como antes mas precisamos comprar obrigada ,2018-08-15 00:00:00,2018-08-15 21:26:00,26,0.8930555555562023,0,170,long review
748,fed7ed9a2c9239558d696bfb40fc96a9,8cefe3a9813651b3fea1f07419028846,5,,,2018-04-26 00:00:00,2018-04-30 17:26:00,0,4.726388888891961,1,171,no text
749,fed5c40c27e1c88560a9e92d82ee0825,8d133cac4bbb82ed43f49f5d32ef5571,5,,,2017-12-28 00:00:00,2017-12-29 10:03:00,0,1.4187499999970896,1,172,no text
750,fed2dca7ba471a3942a070e00ae17381,8dbb6fde7a7415595ef18047707f2f42,3,,,2017-04-05 00:00:00,2017-04-07 19:16:00,0,2.8027777777751908,0,173,no text
751,fecf6223a3494f35362f670e571d2a04,8e15a274d95600fa14f8be64e37a0e67,5,,,2018-03-24 00:00:00,2018-03-26 15:58:00,0,2.665277777778101,1,174,no text
752,fec95e3df8533d6872300b23b9a5a943,8e373e7ef1e8482b14f5fc9eab320041,4,,,2018-06-12 00:00:00,2018-06-12 21:48:00,0,0.9083333333328483,1,175,no text
753,fec8c282124bc6f504cbc6e9ec38450a,8e3c1c15d5d929f2ad15bf1a56b899cf,5,,,2018-06-04 00:00:00,2018-06-04 19:20:00,0,0.8055555555547471,1,176,no text
754,fec85e6c0eab9b4bcddf9ccd917c80bc,8e42039f9508e0fb21b61262ba2ce672,4,,,2017-05-30 00:00:00,2017-05-31 14:13:00,0,1.5923611111138598,1,177,no text
755,fec76cdd2170ca10b02e2f0d81ff4123,8e5408e78acc81f872afcbcd6e30b45d,5,,"Atenciosos,ligam para dar acompanhamento. Bom prazo de validade. Demorou de chegar. Agora é verificar a qualidade do produto.",2017-03-30 00:00:00,2017-03-30 23:06:00,18,0.9625000000014552,1,178,long review
756,fec565c4e3ad965c73fb1a21bb809257,8e9a28e03aec9af5e2c6b84b43745178,5,,,2018-07-07 00:00:00,2018-07-09 22:00:00,0,2.9166666666642413,1,179,no text
757,fec3b45dc09b257690a09a742870b149,8eaebf463e205cdcc126801ca343a33f,2,,comprei o produto na cor preta e chegou na cor vermelha.,2017-04-11 00:00:00,2017-04-12 11:14:00,11,1.468055555553292,0,180,short review
758,fec2d939a171210847d8f2d102f0dba5,8ec042451b89064557a26251a05b9549,4,,"O produto chegou como eu imaginava,por enquanto estou gostando_x000D_
",2018-04-17 00:00:00,2018-04-19 23:22:00,9,2.9736111111124046,1,181,short review
759,fec094ad5af771b21cf38c6c9e946f19,8ef0597f9b1870cf46c81358425f0e24,5,,nada a declarar,2017-05-20 00:00:00,2017-05-22 11:22:00,3,2.4736111111124046,1,182,short review
760,febdb23f0a5a9f93c101e489d2bfd352,8ef36616bef00398b6e413c124f436c8,5,,Lindo relógio adorei,2017-05-31 00:00:00,2017-06-01 01:21:00,3,1.0562500000014552,1,183,short review
761,febd6c8a7d546c876948428261e500e0,8f16e30ff188fe57a427fee7afb60c90,1,,O tampo da mesa chegou todo amassado e batido.,2017-05-25 00:00:00,2017-05-25 22:01:00,9,0.9173611111109494,0,184,short review
762,feba83b90adfde26a6a944dee721e573,8f2351d96356b9690bcf1d67a90946d2,4,,,2018-05-10 00:00:00,2018-05-11 03:41:00,0,1.1534722222204437,1,185,no text
763,feb94d995efca232513a7baffff772b8,8f39f09c22b1ceb6e3eb178d8e50bb8a,4,,Gostei do produto,2018-03-13 00:00:00,2018-03-14 10:36:00,3,1.4416666666656965,1,186,short review
764,feb593f17c2f51af2932dbba3e99f1cb,8f4c4882df92da5127153b67f5541806,4,,"Tudo conforme e entrega muito rápida!!!! Que pena que não verifiquei a cor, pois era preta e precisava de cinza. Outro ponto que tive que lixar pouco para funcionar, mas nada demais.",2018-04-18 00:00:00,2018-04-18 22:32:00,32,0.9388888888861402,1,187,long review
765,feb4ade62e32b8d74c6f69f635057964,8f5f4febd3fa6a40b41756f6616bf0e7,5,,,2017-09-23 00:00:00,2017-09-24 02:00:00,0,1.0833333333357587,1,188,no text
766,feb18700015c20ef4ca5098a6288f6f7,8f965d010b3119d9962e091de3425fb9,4,,*******************,2017-08-24 00:00:00,2017-08-28 12:36:00,1,4.525000000001455,1,189,short review
767,feae5109d8485def8ad124f0653a59a7,8f9aa50ee40780ba3f79614530a34ebe,5,Muito bom ,Creme maravilhoso e entrega super rápida,2018-05-10 00:00:00,2018-05-10 16:21:00,6,0.6812500000014552,1,190,short review
768,fea7f0c147905a41ca324c0e3234a4c7,8f9adbc93d494d471935de2aafcc0b13,4,,,2018-02-07 00:00:00,2018-02-09 21:06:00,0,2.8791666666656965,1,191,no text
769,ffb97eb64c6fe1baada2410288c04457,8fa0fe324426c676a8989ec7815a036c,1,,,2017-03-23 00:00:00,2017-03-23 18:31:00,0,0.7715277777751908,0,44,no text
770,ffb64e34a37740dafb6c88f1abd1fa61,8fab6f3f76f51208efe7f36c23734369,5,,,2017-12-05 00:00:00,2017-12-05 20:56:00,0,0.8722222222204437,1,45,no text
771,ffb530bd30bcc1bd903e4da723faa5e6,90467e68d8367851bea4a1ece83906ee,3,,o produto é razoavel ! envio do produto embalagem propria! chegou td amassado quase q danificou ! ,2017-08-27 00:00:00,2017-08-28 13:56:00,17,1.5805555555562023,0,46,long review
772,ffb2e8c1ddc7c3e590d2bc4c91de53e1,9072e81ff1f444c1d074eecafb27e15f,3,,,2017-06-14 00:00:00,2017-06-15 00:41:00,0,1.0284722222204437,0,47,no text
773,ffb2a783fe9381154e13bb3457651996,90c97635117ec8ad921c8ea23ec0a4f1,5,,,2017-11-29 00:00:00,2017-12-06 11:27:00,0,7.477083333331393,1,48,no text
774,ffaf0af7eebb57c7f262b51ebb05dfd6,90d7c8c2bc4d1328995149f3fd6ea941,5,,O relógio é lindo e a entrega foi muito rápida. Recomendo!,2017-09-07 00:00:00,2017-09-07 21:10:00,11,0.8819444444452529,1,49,short review
775,ffae6024df16802ba75f761d9aa24367,90ee8065d229642eab9c2ffe3b33b91d,4,Boa,"Recomendo esta loja entrega direitinho_x000D_
",2018-05-16 00:00:00,2018-05-16 21:37:00,5,0.9006944444408873,1,50,short review
776,ffade53cc6541c89321fff351e04751a,90febfe6ab599694729eaba46be1d3ad,5,,"já é a segunda vez que compro nesta loja,super eficiente entrega rápida e antes do prazo contratado, produto bem embalado , Nota 10_x000D_
Muito Obrigado",2018-01-26 00:00:00,2018-01-27 20:03:00,24,1.835416666668607,1,51,long review
777,ffadc6f8aa93aadfea73b1348a058358,91283389ca8846dd242990c799a85f5e,5,,super recomendo o produto que é muito bom!,2017-08-17 00:00:00,2017-11-05 15:18:00,8,80.63749999999709,1,52,short review
778,ffad988078a64af484dfbc5f494d12ac,91456dd99a250d92478a066ec5d91b41,5,,,2018-01-12 00:00:00,2018-01-13 00:52:00,0,1.0361111111124046,1,53,no text
779,ffaaddefb271481c66d4bd79844ecdae,91f5235dd3b20f3792084e178e858666,1,,"preciso urgente desta mercadoria, o prazo maximo era até o dia 3 e até agora não chegou",2018-01-05 00:00:00,2018-01-05 11:22:00,17,0.4736111111124046,0,54,long review
780,ffa8916ae85546ee99d1965b28e447ae,927eaaaaeebc8579c91927f2d0b40049,5,,otimo,2017-10-08 00:00:00,2017-10-09 14:07:00,1,1.5881944444408873,1,55,short review
781,ffa7e0cbe11656d11a117b534bb1db27,92bacfcc605457584b966d8c77f4176d,5,,,2017-05-12 00:00:00,2017-05-13 01:55:00,0,1.0798611111094942,1,56,no text
782,ffa5d8273d8e03363bb4014de3f89dce,92e62e4f3ea203ac193f3271d85b11ea,5,,Gostei!,2017-12-20 00:00:00,2017-12-21 00:39:00,1,1.0270833333343035,1,57,short review
783,ffa4ff381e25872b5bf85353ff7ab0c9,930654bbac6c1f865eed4e39127eac9c,4,,,2018-08-07 00:00:00,2018-08-07 22:19:00,0,0.929861111108039,1,58,no text
784,ffa4027b0effa4df0d5f5a9ce2788b6d,9314d6f9799f5bfba510cc7bcd468c01,2,,"GOSTARIA DE SABER O QUE HOUVE, SEMPRE RECEBI E ESSA COMPRA AGORA ME DECPCIONOU",2018-01-18 00:00:00,2018-01-20 21:25:00,14,2.8923611111094942,0,59,short review
785,ffa255211c5d16ec8ebadcb5729c96ce,9325f9b2fdf236da5f64533a9aa1934f,5,,,2018-04-11 00:00:00,2018-04-13 22:54:00,0,2.954166666670062,1,60,no text
786,ffa1ce7f2a287ca5e369673bd77d43de,932d206100241c3fe7dbb167874b048d,5,,Ótimo serviço,2017-07-13 00:00:00,2017-07-15 23:23:00,2,2.9743055555591127,1,61,short review
787,ffa0824a2b01e5ce24d6883413b72f14,93fbbe62dcf6ffac99be013a1c68eb52,5,,Muito bom,2018-02-20 00:00:00,2018-02-21 09:42:00,2,1.4041666666671517,1,62,short review
788,ff9fa77f938462abd16b53c0d934099f,944b53fe2aaad7bf9629a0843e1be401,5,Produto otimo!!,"ate agora tudo perfeito, produto e entrega no prazo",2018-08-16 00:00:00,2018-08-16 20:46:00,9,0.8652777777751908,1,63,short review
789,ff9dfd2acec3dff6be51b4d28bed8768,947c812286d4d56e284e8611ef4fb9de,4,,,2017-08-08 00:00:00,2017-08-15 17:38:00,0,7.734722222223354,1,64,no text
790,ff9a23dcd6b233811bd2a7be174a8e4c,948a6406a9e50a798f9e3c5b3dfced86,5,,,2017-01-27 00:00:00,2017-01-27 23:51:00,0,0.9937500000014552,1,65,no text
791,ff96895c6b1d31f34b2d82f86670fa85,949127f36b466d3e93a6f3688062cd77,5,Captador Presys Blend,Tudo ok!,2018-08-04 00:00:00,2018-08-06 12:54:00,2,2.537499999998545,1,66,short review
792,ff95ac47246ef13e48712ea1ff8df0d9,94c4db81ff5c234f53b54a15a8a41583,5,,,2017-12-15 00:00:00,2017-12-17 14:43:00,0,2.6131944444423425,1,67,no text
793,ff92ca9bb0b3f4ec00a9b76c9f68cb3a,94d91bb24cb49c1e51270f27677648a1,5,,,2018-07-03 00:00:00,2018-07-04 12:58:00,0,1.5402777777781012,1,68,no text
794,ff9240e1887b9c59757142080b2c8d79,94d950a41403f4a115ab713488ddb3cd,5,,"Produto perfeito, chegou antes do prazo!",2018-01-30 00:00:00,2018-02-01 21:40:00,6,2.9027777777810115,1,69,short review
795,ff92322b0148cca0038e11e0d34f6f62,9511accce19c18957964cfeaa779761a,5,,,2017-05-23 00:00:00,2017-05-24 00:41:00,0,1.0284722222204437,1,70,no text
796,ff922797a6771cab4e0c51d482285ec3,951a3591f5bcc0b0c558461c9bf49d8e,3,,,2018-07-14 00:00:00,2018-07-14 21:04:00,0,0.8777777777795563,0,71,no text
797,ff90ba6020fbb7d7f56613e213e9dc57,951f78b89016489423a372c42270a593,5,,,2018-08-28 00:00:00,2018-09-26 01:49:00,0,29.075694444443798,1,72,no text
798,ff907ae86deaa05b65cfb3b14166e7c7,9538caa3f8f520db1d4fdf3c11eb4d0a,5,,,2018-08-28 00:00:00,2018-08-29 01:44:00,0,1.0722222222248092,1,73,no text
799,ff9032482857269e8683f0c2f8ba4709,957011305e7a4b6c8a266eeeb8e0316d,4,,,2018-03-10 00:00:00,2018-03-10 23:35:00,0,0.9826388888905058,1,74,no text
800,ff8ff756fe1137ed22300ccd2190703a,95e5dd3143be96fda1515602b321cd21,5,,,2017-08-26 00:00:00,2017-08-27 12:18:00,0,1.5124999999970896,1,75,no text
801,ff8f6ec909e03ac8d9f6d82a10031c0c,95ffa9b27fc6f6c880d38bf2afb28e52,5,,,2018-07-31 00:00:00,2018-08-01 12:37:00,0,1.5256944444408873,1,76,no text
802,ff8ee90ee3170de57403d2d5af1e2c2e,96052551d87e5f62e6c9f6974ec392e9,5,,,2017-12-19 00:00:00,2017-12-20 10:25:00,0,1.4340277777810115,1,77,no text
803,ff8ece719f2d16180dbf891250635093,96475e5347fc82088c8e6f32d01be85c,4,,,2017-05-20 00:00:00,2017-05-21 22:38:00,0,1.9430555555591127,1,78,no text
804,ff8e9a180c931adab01ed6b3c44edc25,9648ffe0a9fe06e89225f782dec7f3ef,5,,,2018-03-09 00:00:00,2018-03-09 19:35:00,0,0.8159722222189885,1,79,no text
805,ff8bd09f659b88af06fdfea61a8b7b45,96848e987ea7a1849d18b336dc1c53f0,4,,,2017-10-31 00:00:00,2017-10-31 18:25:00,0,0.7673611111094942,1,80,no text
806,ff8bb42702f38636b348fd7e2332ce2f,968989a3b5192c9b9436fe7546acaca4,3,,Ao fazer a compra do kit entendi que receberia 2 frascos de 60 cápsulas (cada) e não 2 frascos com 60 cápsulas no total. Só não vou devolver porque estou precisando do produto.,2018-03-30 00:00:00,2018-03-31 12:10:00,33,1.5069444444452529,0,81,long review
807,ff8b5a5f01bf21afd7d49b4688ca6d1f,96d1e8f22a19cae23a6255f9062f783f,4,,,2018-06-13 00:00:00,2018-06-15 14:51:00,0,2.618750000001455,1,82,no text
808,ff85ff517698c3fe8b200afddda7fb3a,96ee030286f50f61c6d199bdfaa5573d,1,,", muito ruim ! ",2017-11-29 00:00:00,2017-11-29 21:28:00,4,0.8944444444423425,0,83,short review
809,ff81cd23251a357a120054397a01849f,96ff76965f387549b7d95cb14f89026b,4,,Recomendo.,2018-03-22 00:00:00,2018-03-24 07:32:00,1,2.31388888888614,1,84,short review
810,ff817f0901191fbe02933928daa95e6e,974929cd0aae95525e5524f8d666160d,5,,Muito satisfeito entrega super rápida.. Show ..parabéns.. eu vacilei e comprei um celular nas casas Bahia tem quase um mês e não entregaram.. ,2017-10-03 00:00:00,2017-10-04 00:26:00,23,1.0180555555562023,1,85,long review
811,ff80f0538290775336ee74b4997a855c,9789da30de867a89d9e05b5cd70372c1,1,,,2017-06-21 00:00:00,2017-06-23 19:11:00,0,2.7993055555562023,0,86,no text
812,ff7fccf8513f360157f0660fe51d1d88,97aa31bfd719270fde87df2c82c2b8cf,3,,O quadro foi entregue pelos correios e chegou com uma madeira atrás quebrada e a tela do quadro danificada afundada...ou seja...chegou avariado o produto ,2017-10-09 00:00:00,2017-10-09 18:32:00,24,0.7722222222218988,0,87,long review
813,ff7cbf1b6efcbdb616eaf4e90ca7a467,97d4feff1fd7129bee6cde095b9dac2a,4,,"estao de parabens... sempre chega com muiiita antecedencia.._x000D_
_x000D_
Muito obrigada.... ",2017-06-24 00:00:00,2017-06-29 13:48:00,9,5.57499999999709,1,88,short review
814,ff7c7524d5f9a8386ab27088ec03c1fb,97f53182f9e949886ae5df14a681df50,5,,,2018-01-21 00:00:00,2018-01-21 15:34:00,0,0.648611111108039,1,89,no text
815,ff7b4560eaf93a8848cd5fde641f39c6,98d7f3c22274e12f342deac7430d9af0,5,,comprei num dia e recebi no outro e a mercadoria é excelente!!!,2017-09-21 00:00:00,2017-09-21 21:28:00,12,0.8944444444423425,1,90,short review
816,ff7ac89ca5b77d0fb5f8a65262d73956,98f60bb6431350ec0e50712d35fe3c42,4,,,2018-08-16 00:00:00,2018-08-16 20:49:00,0,0.867361111108039,1,91,no text
817,ff7aa48b8bc68495866b40c4010d58c9,990648ddcf81df276278d16e1f5e9c16,5,,"Produto de qualidade, preço justo, entrega dentro do prazo._x000D_
O produto atendeu as minhas expectativas._x000D_
Recomendo o vendedor.",2017-07-07 00:00:00,2017-07-09 00:33:00,16,2.022916666668607,1,92,long review
818,ff7a70b3356d433014b7d6957ed196cb,992023bbcd993d43bcb2137c30896d36,4,,,2017-12-20 00:00:00,2017-12-28 13:59:00,0,8.58263888888905,1,93,no text
819,ff7885ae23429394b64526e957ec809d,9924ac6169f2edc95ca3394e529f9580,5,,,2018-02-27 00:00:00,2018-03-02 08:33:00,0,3.3562499999970896,1,94,no text
820,ff7824d83aca56224fa3e3b524748ec5,998db536f6e46f88ce9988d043d8a9b1,5,,,2018-02-15 00:00:00,2018-02-16 01:50:00,0,1.0763888888905058,1,95,no text
821,ff7263dfb3cfff5421ada48c3899c313,99b5afdcda45e1f9c9f0dc0292b61f1c,4,,Bonito e de boa qualidade. Adorei ,2017-12-08 00:00:00,2017-12-10 19:17:00,6,2.803472222221899,1,96,short review
822,ff724c4888bdcfb01e7028066db3bb98,9a0abbb668bafb95a6d2b05db43284c4,3,,,2017-04-30 00:00:00,2017-05-03 00:02:00,0,3.00138888888614,0,97,no text
823,ff6caf9340512b8bf6d2a2a6df032cfa,9a1ee0715c046406c61aa17f5c329f58,5,,,2018-02-20 00:00:00,2018-02-21 04:09:00,0,1.1729166666700621,1,98,no text
824,ff6a816ae8a01312fe42dc48c7c8ead1,9a2056d86f12c153d8fbc8d9005e6ac8,5,Entrega antes do prazo.,"Entrega antes do prazo, recomendo essa loja.",2018-05-12 00:00:00,2018-05-13 01:36:00,7,1.0666666666656965,1,99,short review
825,ff678388090fbae683a9a271480fb7f3,9a42ed0fda76566c783eacf7333ad402,5,,,2018-06-28 00:00:00,2018-07-02 16:06:00,0,4.670833333329938,1,100,no text
826,ff62ab4c255754dd5cfbd1822cd97b40,9a7e6c8bad289a9e0140a1ad20e74819,4,,,2017-02-17 00:00:00,2017-02-17 22:59:00,0,0.9576388888890506,1,101,no text
827,ff62353dc0792586fbf5eefd8dc7d4f2,9a8d24623d56c13f950247baa73f4c80,1,,o produto demora muita para chegar !,2018-03-10 00:00:00,2018-03-15 14:01:00,7,5.584027777775191,0,102,short review
828,ff6154cee42bf2718cca4865f0620e04,9ad64902b6c9bfad48bbe4d17e4dcb4b,4,,"Entrega super rápida, parabéns!",2017-05-13 00:00:00,2017-05-14 14:37:00,4,1.609027777776646,1,103,short review
