DW Includes,order_id,order_item_id,shipping_limit_date,price,freight_value,customer_unique_id,order_purchase_timestamp,order_delivered_customer_date,order_estimated_delivery_date,order_status,Total_Item_Amount,Customer_Age_At_Order,Order_Gap,DW Review,DW Customer,DW Product,DW Seller,ON_TIME,product_type,seller_state,repeat_customer
841,b1526359b93e19d491c0eaa5b2c053ec,1,2018-04-05 11:55:00,39.9,16.6,c60c5563690f2a27a76f4d8ba53c2a85,2018-05-01 14:21:00,2018-05-24 16:28:00,2018-06-08,delivered,56.5,19,23.0,292,293,292,93,1,Accessories,SP,1
842,b194904b5bf02c6fc117d73c33cbb728,1,2017-05-05 02:43:00,24.99,14.1,ca7e51a36f9ace4d07d6548599785bab,2017-05-10 00:37:00,2017-05-15 10:53:00,2017-05-29,delivered,39.089999999999996,54,5.0,293,256,293,94,1,Sports,RJ,1
843,b1e9076d07f0a18048ce3182655825f8,1,2017-12-25 22:31:00,130.0,19.01,9bca65d60b3dffad98eafa3c50101fad,2018-08-05 13:19:00,2018-08-09 17:25:00,2018-08-17,delivered,149.01,41,4.0,294,71,294,95,1,Toys,SP,1
844,b23014161ca1bc596a96e77112ee5360,1,2018-05-17 18:13:00,89.99,7.88,fb258014c67a0f16e4da53fa45e90db5,2017-05-31 21:45:00,2017-06-27 16:58:00,2017-07-07,delivered,97.86999999999999,22,27.0,295,193,295,96,1,Makeup,SP,1
845,b245a355c20f011bd92122803bd0f5c3,1,2018-06-26 19:30:00,69.0,15.69,00e872ca2fc94e59982286e69f186e0e,2017-08-12 17:08:00,2017-09-14 00:00:00,2017-09-14,shipped,84.69,23,33.0,296,94,296,97,1,Sports,SP,1
846,b2bb080b6bc860118a246fd9b6fad6da,1,2017-11-06 13:10:00,165.5,15.8,46b44ab325f78e5bb3dc0bbef1082082,2017-07-31 23:55:00,2017-08-08 20:30:00,2017-08-22,delivered,181.3,26,8.0,297,42,297,98,1,Makeup,SP,1
847,b31cb7216cda82edcaf99a5c6d604ced,1,2018-02-09 18:50:00,175.91,52.69,b33573ec19214ad9a1bc30a97938e450,2018-01-05 07:15:00,2018-01-19 21:06:00,2018-02-06,delivered,228.6,18,14.0,298,141,298,99,1,Sports,SP,1
848,b3428c9dee69a4b1b8c6cda6055e5874,1,2017-01-28 18:44:00,165.5,15.8,b0015e09bb4b6e47c52844fab5fb6638,2018-04-18 22:55:00,2018-04-28 17:22:00,2018-05-11,delivered,181.3,21,10.0,299,2,299,100,1,Shoes,MG,1
849,b41304e99b5c1abf0181ee31c8b17146,1,2018-08-23 06:09:00,165.5,15.8,43f7616a8f37a874ee893f0dea3ba593,2017-09-04 14:40:00,2017-09-13 20:22:00,2017-09-22,delivered,181.3,23,9.0,300,158,300,101,1,Kitchen Products,RJ,1
850,b415a35a700ab8411988f58b4db6daf4,1,2018-05-22 22:55:00,98.81,13.81,449cc26294cc2d6e2e88a82cea3e42c0,2018-01-08 18:19:00,2018-02-02 23:58:00,2018-02-09,delivered,112.62,26,25.0,301,143,301,102,1,Kitchen Products,RJ,1
851,b4583d271827d4824cdf5ae34b21322f,1,2018-03-23 12:10:00,78.0,7.8,6a798e7cd7c78b8893eec42fc5bdeff9,2018-03-18 18:13:00,2018-04-18 17:28:00,2018-04-09,delivered,85.8,19,31.0,302,257,302,103,0,Jewelry,SP,0
852,b471c25ac60e798a0321d7a15415986b,1,2018-07-13 19:10:00,21.8,12.48,ed5f2cdb43c9166062c0baffd3973f14,2017-09-11 20:50:00,2017-09-19 17:42:00,2017-10-13,delivered,34.28,40,8.0,303,233,303,104,1,Toys,SP,1
853,b4bc40a1e857b8ebe41c4ecb73594e58,1,2018-07-11 21:30:00,118.9,18.93,44a575d55982c95a7f09b62c7702bddc,2017-11-13 15:09:00,2017-11-23 20:16:00,2017-12-08,delivered,137.83,38,10.0,304,164,304,105,1,Home Design,SP,1
854,b52c2a6044367f51b1e6f7d5bb8bca7e,1,2018-05-08 09:31:00,119.8,20.18,be31ab006786747df81854035a1960f4,2018-05-07 21:00:00,2018-05-15 17:27:00,2018-05-23,delivered,139.98,21,8.0,305,298,305,106,1,Sports,SP,1
855,b56c08deae453133c59a527bb26c1a0c,1,2018-01-03 17:35:00,45.0,7.39,8186340945b0be4093153f9e51966e42,2018-03-09 13:45:00,2018-03-27 19:34:00,2018-04-04,delivered,52.39,48,18.0,306,236,306,107,1,Clothing,SP,1
856,b56c486f60a660f25910c3842f15e886,1,2018-02-08 02:55:00,449.0,20.39,d6ed810cf6ad03d565b645f0eb0d12a7,2018-07-26 10:06:00,2018-08-08 14:23:00,2018-08-16,delivered,469.39,26,13.0,307,297,307,108,1,Gadgets,SP,1
857,b5729b91377f445769c8fc2d063e6235,1,2017-09-25 10:35:00,139.85,16.61,1cdf413d3539b5e8c100bea1ec5a881f,2017-08-09 15:42:00,2017-08-17 22:15:00,2017-08-31,delivered,156.45999999999998,19,8.0,308,166,308,109,1,Makeup,RJ,1
858,b57f8a0a6355eed6fb23aa237836403d,1,2017-12-15 01:19:00,139.85,16.61,63df52c362d4b7183bb6a463452a8183,2018-02-07 23:29:00,2018-02-26 20:47:00,2018-03-07,delivered,156.45999999999998,18,19.0,309,239,309,110,1,Accessories,SP,1
859,b60afd7644cf54fe164f0520a690c1f8,1,2018-05-24 14:59:00,18.9,12.48,df0c259fcd231dc0a72eceb0bec4102f,2017-12-23 15:19:00,2017-12-28 16:58:00,2018-01-19,delivered,31.38,56,5.0,310,244,310,111,1,Decor,SP,1
860,b60b122b336eaee3323565272f117bec,1,2018-05-11 11:09:00,29.9,16.79,5616f75d22507069b5383854a1d8c414,2018-01-08 20:40:00,2018-01-16 22:33:00,2018-02-01,delivered,46.69,30,8.0,311,30,311,112,1,Clothing,PR,1
861,b60cab8c479e1e80420cbe584d7aa9ac,1,2018-01-24 09:50:00,39.9,15.1,8f7822e4f4fb685c89d972cba79a8b9e,2018-03-16 17:15:00,2018-03-21 00:03:00,2018-03-28,delivered,55.0,49,5.0,312,167,312,113,1,Decor,SP,1
862,b618ab0f426fbd3dd9dc8e184d33ce27,1,2018-01-12 15:54:00,59.0,13.07,660e4e077b40d477e2ffdb2da6349b79,2018-03-01 11:45:00,2018-03-12 18:06:00,2018-03-26,delivered,72.07,58,11.0,313,59,313,114,1,Furniture,SP,1
863,b64f09a4cf903c5767f9f537158c24ee,1,2017-10-05 12:55:00,199.0,67.69,3c4d7fdb25ab947c7ac866ba940f9c32,2017-12-12 17:39:00,2018-02-02 16:27:00,2018-01-09,delivered,266.69,19,52.0,314,207,314,115,0,Furniture,RN,0
864,b68dcf49a2ac5d629f24860c2959c6ab,1,2017-07-14 14:23:00,32.0,7.39,b6f424d6007b27912d37816a7d74ffaf,2018-08-07 20:18:00,2018-08-16 19:03:00,2018-08-27,delivered,39.39,27,9.0,315,118,315,116,1,Art,MG,1
865,b68f6efd1214a39bd3f44cf6e6ed42d8,1,2018-05-24 08:16:00,110.0,18.35,9294c7088c7a37baed4923945669de99,2018-02-14 14:52:00,2018-03-07 00:53:00,2018-03-22,delivered,128.35,21,21.0,316,345,316,117,1,Home Design,SP,1
866,b704eaf4ae9e9716ead0088db45a9b40,1,2018-08-24 11:05:00,79.9,14.65,873e5a11673ea73e58db17af95546fc5,2018-04-21 23:22:00,2018-05-14 00:00:00,2018-05-14,shipped,94.55000000000001,44,23.0,317,245,317,118,1,Sports,SP,1
867,b743373d6701f25279252a6f98a14977,1,2018-07-30 03:15:00,24.99,14.1,16adfb3d3d55b81af6248041ba561882,2018-02-13 02:18:00,2018-02-22 21:23:00,2018-03-07,delivered,39.089999999999996,26,9.0,318,240,318,119,1,Accessories,SP,1
868,b74a164aa1b796aba8ed356ed4733db8,1,2018-08-27 06:45:00,79.0,13.91,6dfec7f36b7045b17ff80348337f75dc,2018-07-23 15:36:00,2018-07-30 20:19:00,2018-08-09,delivered,92.91,28,7.0,319,291,319,120,1,Appliances,SP,1
869,b788267177aac63aeb5b805af8edd8df,1,2017-07-13 20:35:00,59.9,17.67,9fc40e07c540ae6cb1cc7cf10019ab3b,2018-01-31 11:48:00,2018-02-20 18:44:00,2018-03-01,delivered,77.57,20,20.0,320,228,320,121,1,Shoes,DF,1
870,b7be5e58fd37e6165dbb39e8362c8446,1,2017-11-30 18:54:00,19.9,15.1,0b83f73b19c2019e182fd552c048a22c,2017-06-29 18:07:00,2017-09-02 00:00:00,2017-08-02,unavailable,35.0,52,65.0,321,5,321,122,0,Jewelry,SP,0
871,b7c03d21bfaf98c81b21dd94e82d0391,1,2017-11-30 18:54:00,158.0,15.2,2c66c0b1075c04c7f6e113de9e3a89d9,2018-07-30 12:41:00,2018-08-06 18:22:00,2018-08-08,delivered,173.2,25,7.0,322,89,322,123,1,Decor,SP,1
872,b7daca2d24a93ab9351485e0bdcbb7e6,1,2018-08-19 21:45:00,1050.61,25.13,539b6ae3b5f2999db7e44c8d4dc2069f,2018-07-22 09:29:00,2018-07-30 16:38:00,2018-08-16,delivered,1075.74,56,8.0,323,65,323,124,1,Furniture,SC,1
873,b856177bc1f9aa86b04e068c301990ed,1,2017-09-08 18:04:00,106.9,18.0,73ddc612bdfdbc01e6d7e37c05c38ea6,2018-03-08 16:13:00,2018-03-21 21:38:00,2018-03-29,delivered,124.9,34,13.0,324,322,324,125,1,Toys,DF,1
874,b8d147e10dd65083377f242fe86dda7a,1,2017-06-02 02:50:00,362.45,25.12,e8085241eb1297eaa9bfa9453ea0b1ca,2017-02-20 14:28:00,2017-03-17 09:47:00,2017-03-31,delivered,387.57,51,25.0,325,204,325,126,1,Art,SP,1
875,b8fffd71202e7086dd751c257751b3dd,1,2017-08-02 21:55:00,44.55,11.74,b6f424d6007b27912d37816a7d74ffaf,2018-07-23 21:24:00,2018-07-30 21:52:00,2018-08-14,delivered,56.29,27,7.0,326,118,326,127,1,Toys,SP,1
876,b9b51e569a2e79970555eb81107eb369,1,2018-03-09 10:35:00,14.99,15.1,c60c5563690f2a27a76f4d8ba53c2a85,2017-01-22 17:27:00,2017-01-30 13:24:00,2017-03-02,delivered,30.09,19,8.0,327,293,327,128,1,Toys,MT,1
877,b9e60cfd587e2b40cf959a04023247a8,1,2018-02-28 22:55:00,14.99,15.1,56a9c159fffe93bdef88ffbf6e729712,2018-02-03 13:20:00,2018-02-09 18:48:00,2018-03-01,delivered,30.09,19,6.0,328,206,328,129,1,Furniture,SP,1
878,b9f23a5c0cbae81d8a326804b0c7513d,1,2018-08-21 07:04:00,14.99,15.1,6b2ef099439c81743bd02edd480829d5,2018-02-19 19:18:00,2018-02-24 15:27:00,2018-03-15,delivered,30.09,42,5.0,329,218,329,130,1,Appliances,SP,1
879,ba4784ebeeb6afef6125ba505dcc4f76,1,2018-07-02 00:31:00,14.99,15.1,6a798e7cd7c78b8893eec42fc5bdeff9,2018-08-13 14:59:00,2018-08-21 17:36:00,2018-08-27,delivered,30.09,19,8.0,330,257,330,131,1,Gadgets,SP,1
880,ba8b7845d823368d4400a8ecc26333ac,1,2017-07-19 22:15:00,125.9,18.13,e5ab9d9cc98f8d5befc51f952a44c87b,2017-07-11 08:20:00,2017-07-20 20:49:00,2017-08-02,delivered,144.03,25,9.0,331,122,331,132,1,Toys,RJ,1
881,ba9db9fb21617fd062fee898664e4996,1,2017-02-12 13:10:00,99.9,26.84,d691abbc71f38f91d187deedeb200290,2018-04-16 23:22:00,2018-05-02 20:44:00,2018-05-16,delivered,126.74000000000001,19,16.0,332,309,332,133,1,Art,PR,1
882,badd0610d349f865d84d27e36b2abde4,1,2017-12-04 14:30:00,149.0,40.37,fb258014c67a0f16e4da53fa45e90db5,2018-03-21 10:47:00,2018-03-28 12:17:00,2018-04-12,delivered,189.37,22,7.0,333,193,333,134,1,Books,RJ,1
883,bb06ae08acf9f68602e0b913282b62bc,1,2018-02-08 00:28:00,19.9,14.1,8d2cc82dae0f2b1bb8667a2eedcd8c71,2017-10-17 08:59:00,2017-10-26 20:32:00,2017-11-13,delivered,34.0,18,9.0,334,187,334,135,1,Sports,SP,1
884,bb2dfe6031f35f7abc9a3c7dad5e4467,1,2018-05-04 11:30:00,59.9,9.17,b958f2e238f8179614d3cb86ad79c9a1,2017-01-22 14:09:00,2017-01-30 12:37:00,2017-02-16,delivered,69.07,46,8.0,335,266,335,136,1,Pets,SP,1
885,bb85c5af835af09aa329b2f4922be259,1,2018-05-30 10:55:00,320.0,14.68,4dfa53e424b44b9dcb3965683078712d,2017-08-07 23:05:00,2017-08-14 14:50:00,2017-08-18,delivered,334.68,21,7.0,336,283,336,137,1,Musical Instruments,GO,1
886,bbb4d4b4c440b97b67239affd65878f5,1,2018-07-11 16:31:00,59.9,14.59,a961e198a1d400e99c02e8f4520f763c,2018-05-17 10:36:00,2018-05-22 19:04:00,2018-05-29,delivered,74.49,18,5.0,337,73,337,138,1,Home Design,PR,1
887,bbc448e5b131e7b862e4a165fccacfaa,1,2018-06-14 09:52:00,29.99,15.11,adf61ad8994414035684cea95e70549e,2018-04-23 19:35:00,2018-05-10 13:48:00,2018-05-11,delivered,45.099999999999994,22,17.0,338,255,338,139,1,Home Design,SP,1
888,bbcf632e5c697b7e9666005c55d10a80,1,2018-01-03 10:10:00,69.0,21.17,b2c9b1bf57d5e980f6ec3975c65e40ed,2018-08-14 13:06:00,2018-08-20 11:23:00,2018-08-17,delivered,90.17,41,6.0,339,142,339,140,0,Books,RS,0
889,bbdcda6bc4c7d4051fb9d26422a602ea,1,2018-04-20 18:55:00,56.0,18.69,be31ab006786747df81854035a1960f4,2018-02-27 07:39:00,2018-03-12 13:03:00,2018-03-13,delivered,74.69,21,13.0,340,298,340,141,1,Appliances,SP,1
890,bbe4d6ae1c84c35b76a7ec5ecef21a39,1,2017-11-30 05:31:00,160.0,19.0,0c13ce784ebdf9b7ac9dc35dac2f10fc,2018-03-10 18:04:00,2018-03-27 19:32:00,2018-04-10,delivered,179.0,18,17.0,341,311,341,142,1,Decor,SP,1
891,bbe5ef975154a7473c4c595fa3385edc,1,2017-07-05 02:45:00,57.95,22.34,e3170caa179176b49f1265ffde5c27fc,2017-11-28 22:46:00,2017-12-08 19:10:00,2017-12-19,delivered,80.29,19,10.0,342,299,342,143,1,Home Design,MG,1
892,bc2680eb1e2605a68aef195cce2acbe9,1,2017-06-20 04:43:00,64.9,20.18,717bebcdcbf23f37f3fba2a88f397678,2018-08-24 02:24:00,2018-08-28 20:03:00,2018-09-12,delivered,85.08000000000001,25,4.0,343,180,343,144,1,Bathroom,RS,1
893,bc3e295306ee4d3eba91aca49b0bb539,1,2017-12-12 02:50:00,64.9,20.18,1bc9b2dad6aefbfbc011508e34c8adfc,2017-10-11 07:44:00,2017-10-16 19:35:00,2017-10-24,delivered,85.08000000000001,28,5.0,344,16,344,145,1,Gadgets,PE,1
894,bc7ea7bd7ca4a182ca5306633dd96152,1,2018-03-01 15:27:00,849.0,23.52,a5d931bbaafdee2e1fd7353cf0c31f05,2018-04-02 22:05:00,2018-04-10 21:12:00,2018-04-18,delivered,872.52,45,8.0,345,251,345,146,1,Kitchen Products,PR,1
895,bc85efebf9bf2dabe2669439f67d1f75,1,2017-11-22 18:15:00,20.99,11.85,788f3cfa99a83011f637d9c8b24e4e7d,2017-07-26 17:39:00,2017-08-03 18:28:00,2017-08-29,delivered,32.839999999999996,43,8.0,346,319,346,147,1,Gadgets,SP,1
896,bc8b2c869ce7a64ee059f716300aaed7,1,2017-11-22 18:15:00,19.45,14.52,a961e198a1d400e99c02e8f4520f763c,2017-08-28 05:07:00,2017-09-09 12:42:00,2017-09-19,delivered,33.97,18,12.0,347,73,347,148,1,Shoes,PR,1
897,bcdabfbcff6df68926c4176cf4c138c3,1,2017-11-22 18:15:00,59.9,34.22,5a77d3e9231351d3a4ea54c3fe824e79,2018-01-31 17:53:00,2018-02-26 21:04:00,2018-03-05,delivered,94.12,44,26.0,348,64,348,149,1,Appliances,BA,1
898,bdf2232a3cc316d1649fc8faabec0f21,1,2017-12-06 03:31:00,59.9,34.22,ec99f30f38afadbfbae32d5883734ded,2017-12-04 14:07:00,2017-12-14 00:33:00,2017-12-20,delivered,94.12,21,10.0,349,178,349,150,1,Home Design,SP,1
899,bdf4423bf60eac03b6786ebd0e507cc1,1,2018-01-02 16:22:00,64.9,15.33,8dfb9fff0eac6a63f34ed7707068e988,2017-01-26 23:10:00,2017-02-15 15:27:00,2017-02-20,delivered,80.23,25,20.0,350,101,350,151,1,Furniture,SP,1
900,be46dcfc990766bfafdcc22141c7fb2a,1,2018-01-02 16:22:00,128.9,9.26,e5ab9d9cc98f8d5befc51f952a44c87b,2018-04-14 23:28:00,2018-04-26 20:42:00,2018-05-11,delivered,138.16,25,12.0,351,122,351,152,1,Musical Instruments,SP,1
901,be72913e7cd72283b3a40dea048c3689,1,2018-08-14 01:04:00,189.9,13.77,95a3ac562ffc17755618fb67ce57ef9a,2018-05-21 15:30:00,2018-06-21 00:42:00,2018-07-06,delivered,203.67000000000002,53,31.0,352,81,352,153,1,Home Design,SP,1
902,bebfce59cea8500ade1ddffe679b422c,1,2017-04-10 22:10:00,250.0,97.56,6dade60d28a0f5b8ae7e8d67321b4141,2017-06-17 18:02:00,2017-06-29 16:45:00,2017-07-07,delivered,347.56,18,12.0,353,102,353,154,1,Gadgets,SP,1
903,bf38e43fc10f062f5be5368acdac8415,1,2018-08-27 10:55:00,94.9,35.98,63df52c362d4b7183bb6a463452a8183,2018-02-13 18:07:00,2018-02-16 15:34:00,2018-03-01,delivered,130.88,18,3.0,354,239,354,155,1,Sports,GO,1
904,bf62f944fa656342103c135e7e20bfb2,1,2018-06-12 20:59:00,27.9,20.8,cd3f977fbad60553fce0f193593802bb,2017-12-19 11:25:00,2017-12-22 14:39:00,2018-01-10,delivered,48.7,45,3.0,355,74,355,156,1,Gadgets,SC,1
905,bfd279d30475171e707bc248cffdc615,1,2017-12-05 14:58:00,27.9,20.8,fd03997c82649affc061d275ddf1f3d9,2018-07-26 19:51:00,2018-08-02 20:46:00,2018-08-13,delivered,48.7,58,7.0,356,125,356,157,1,Toys,SP,1
906,c0585e6e7446a97905280a732d27ac4a,1,2018-03-14 14:30:00,349.9,29.3,456351381464fe44c74f85a122d86839,2017-11-06 14:28:00,2017-11-09 18:02:00,2017-11-21,delivered,379.2,30,3.0,357,252,357,158,1,Decor,SP,1
907,c06778fe7190305b40c98b8cab8c2686,1,2018-03-14 14:30:00,110.99,33.23,41b75ed52acfa208903915c459a5e3fd,2017-03-31 12:11:00,2017-04-06 13:53:00,2017-04-25,delivered,144.22,25,6.0,358,279,358,159,1,Pets,SP,1
908,c0e11158f60abbb6f96d74228e67d44c,1,2017-10-19 14:09:00,190.83,12.84,6dade60d28a0f5b8ae7e8d67321b4141,2018-07-20 18:59:00,2018-07-31 23:32:00,2018-08-09,delivered,203.67000000000002,18,11.0,359,102,359,160,1,Accessories,PR,1
909,c0e1586eda89047d683b2bc7d902037c,1,2016-10-12 04:44:00,99.5,35.07,aa5824451a9437648ed4dcdac530566d,2017-12-12 23:35:00,2017-12-18 21:18:00,2017-12-29,delivered,134.57,28,6.0,360,119,360,161,1,Art,PR,1
910,c105be01f21c9df6a2579f59b95cbcd9,1,2016-10-12 04:44:00,104.0,14.82,f4dc0a81a11d3d270ccf5a9c4b5b187b,2017-09-18 16:12:00,2017-09-25 21:59:00,2017-10-04,delivered,118.82,47,7.0,361,24,361,162,1,Bathroom,SP,1
911,c10dd8d24a91d2ecbf09c578a5876125,1,2017-09-26 05:15:00,79.0,15.3,57f06135a2656bfab535243f705fc8f6,2017-03-15 23:08:00,2017-03-24 16:57:00,2017-04-03,delivered,94.3,25,9.0,362,203,362,163,1,Pets,SP,1
912,c13a287f74c4fa0c3cda18cdba8252b5,1,2016-10-17 19:01:00,61.99,24.56,fb7321c807106363b749c783f41de4fc,2018-03-11 12:01:00,2018-03-28 15:14:00,2018-04-02,delivered,86.55,20,17.0,363,281,363,164,1,Furniture,SP,1
913,c16e485cad605e6180b08e988e5b5bbb,1,2018-03-08 13:30:00,419.9,17.69,38a8b05798967480ac1ca6ce6c5cbd6a,2018-06-01 20:57:00,2018-06-07 01:34:00,2018-06-26,delivered,437.59,47,6.0,364,198,364,165,1,Appliances,PR,1
914,c191b759eb232bdd68e1ba7030f58a56,1,2017-11-30 01:53:00,299.0,23.17,f4118facd33f966e80b9fabbf0ca2547,2018-01-26 12:45:00,2018-02-26 19:26:00,2018-03-02,delivered,322.17,51,31.0,365,195,365,166,1,Home Design,SP,1
915,c1a2ee16a0ebb378f57bdf69fcf45b79,1,2017-11-03 16:49:00,175.0,19.33,07187f9425311d0bd2a5451169bb8c3c,2018-08-19 18:44:00,2018-08-29 14:49:00,2018-08-28,delivered,194.32999999999998,42,10.0,366,290,366,167,0,Jewelry,SP,0
916,c1d674e39c5817a71ecd386821d865c4,1,2017-11-03 16:49:00,49.9,14.1,fb7321c807106363b749c783f41de4fc,2018-04-29 08:50:00,2018-05-04 22:05:00,2018-05-11,delivered,64.0,20,5.0,367,281,367,168,1,Jewelry,MG,1
917,c1e9df16ff9d33f95cd4e24e6e064c38,1,2017-11-03 16:49:00,44.9,11.85,adf61ad8994414035684cea95e70549e,2018-06-03 17:23:00,2018-06-05 21:05:00,2018-06-29,delivered,56.75,22,2.0,368,255,368,169,1,Books,SP,1
918,c208db5638f7f1cd04d185856852f864,1,2017-07-18 15:32:00,44.9,11.85,f90f55ee274a4ae21510b386134b09cd,2017-03-15 23:44:00,2017-03-24 14:59:00,2017-04-04,delivered,56.75,18,9.0,369,12,369,170,1,Appliances,SP,1
919,c25e56c3d703fbb581c19346a9e58773,1,2017-12-27 08:50:00,38.95,15.37,1cdf413d3539b5e8c100bea1ec5a881f,2018-06-19 08:26:00,2018-06-29 18:36:00,2018-07-03,delivered,54.32,19,10.0,370,166,370,171,1,Art,SP,1
920,c2ef03831388d411d6c9610e440fae40,1,2017-06-26 11:15:00,159.77,16.0,6acc5385a15c441abe050fc7abda50bf,2017-04-21 19:26:00,2017-05-05 14:47:00,2017-05-22,delivered,175.77,37,14.0,371,196,371,172,1,Jewelry,SP,1
921,c361406c8d2eccd0d8ba53309bca045e,1,2017-12-20 09:52:00,132.9,19.03,57f06135a2656bfab535243f705fc8f6,2018-07-26 16:26:00,2018-08-03 19:08:00,2018-08-17,delivered,151.93,25,8.0,372,203,372,173,1,Furniture,SP,1
922,c394597c0ca7c76e816618529dcd9ef9,1,2018-07-26 21:55:00,36.85,21.85,2f53681bf01c5cff02bada5809fe302e,2018-05-11 15:50:00,2018-05-18 20:56:00,2018-06-04,delivered,58.7,18,7.0,373,177,373,174,1,Kitchen Products,SP,1
923,c3df9abd148ceaa39d9911b77b041810,1,2018-03-23 19:48:00,124.99,21.88,6d55b4560e6c8ec28f8ba8099b442400,2017-11-09 12:07:00,2017-11-22 20:03:00,2017-11-29,delivered,146.87,45,13.0,374,90,374,175,1,Furniture,MG,1
924,c524e7bd2510f74fed9e94b894472306,1,2017-10-13 20:35:00,94.99,13.33,8b57ae2e81c35f05e114c1461ae84b6c,2018-08-13 17:59:00,2018-08-16 18:28:00,2018-08-23,delivered,108.32,34,3.0,375,51,375,176,1,Art,SP,1
925,c535d14467a9ffe1f7dc043ae44a7338,1,2018-04-17 16:51:00,32.99,16.11,b6d2145b6b5de5dcc494c151af5fdce9,2018-04-15 10:51:00,2018-04-23 15:58:00,2018-05-14,delivered,49.1,57,8.0,376,40,376,177,1,Kitchen Products,RJ,1
926,c565668594ff62ffd95ef9f06d90742f,1,2018-04-05 15:27:00,89.9,17.07,1b6e96ed99cb8d135efe220d761bbd67,2017-03-25 19:29:00,2017-04-27 09:28:00,2017-04-18,delivered,106.97,44,33.0,377,98,377,178,0,Bathroom,SP,0
927,c5874d438cf199ea7c0f27967f6cf462,1,2018-07-25 14:55:00,173.0,14.96,52b088042a61c6a03ba2027a6dd929cc,2017-11-26 14:41:00,2017-12-01 17:28:00,2017-12-15,delivered,187.96,35,5.0,378,162,378,179,1,Makeup,SP,1
928,c5a6dfaf1fb21d1d8988383d017123d1,1,2018-08-22 21:29:00,44.9,16.11,44a575d55982c95a7f09b62c7702bddc,2017-11-25 13:16:00,2017-11-30 23:44:00,2017-12-21,delivered,61.01,38,5.0,379,164,379,180,1,Sports,SP,1
929,c5ab3856ffd5ca3db23754e60db70cf2,1,2018-06-27 17:35:00,85.0,13.26,d3857f98166ef23ca95d44cbe9b1828c,2017-08-15 17:28:00,2017-08-17 17:52:00,2017-08-28,delivered,98.26,33,2.0,380,199,380,181,1,Home Design,RJ,1
930,c5e7393e8d0c01dc92c41bc4684f1c45,1,2018-03-13 12:20:00,49.9,13.37,aaf46bd4e1ad43275a5a20bd485e7661,2018-03-10 01:59:00,2018-03-31 11:38:00,2018-04-26,delivered,63.269999999999996,21,21.0,381,75,381,182,1,Appliances,MT,1
931,c63b161b8e0d866d60b95902f4d0046e,1,2018-06-19 22:59:00,54.99,21.18,b66facc84d03ec2aabda4c102d9ecb53,2018-04-17 17:41:00,2018-05-02 23:47:00,2018-05-10,delivered,76.17,23,15.0,382,262,382,183,1,Accessories,SC,1
932,c69c8612c1fa919f232d370c41cbffd7,1,2018-02-12 11:49:00,66.99,22.97,e6ad2d9078cb28e4ac6ecef8432e74c7,2017-04-19 08:56:00,2017-05-03 00:09:00,2017-05-11,delivered,89.96,18,14.0,383,63,383,184,1,Sports,SP,1
933,c69f4cc5c5972fa769d36bfdfc17894c,1,2018-06-11 00:30:00,69.99,14.8,8f20ece0099d6e5c22c1fd0c24a1e681,2018-07-26 13:42:00,2018-07-28 16:02:00,2018-08-03,delivered,84.78999999999999,54,2.0,384,106,384,185,1,Appliances,SC,1
934,c6a45cf151fdf09625a38f65bddc3082,1,2018-01-18 17:28:00,268.9,19.98,a672e4e4af506e713c1b4373e038cabb,2018-08-14 19:30:00,2018-08-20 21:03:00,2018-08-22,delivered,288.88,20,6.0,385,285,385,186,1,Accessories,SP,1
935,c6fe39cb893dca9cdde3a0d2201cc7c0,1,2018-06-11 12:11:00,84.99,16.35,aabcd181e8b68df20212829acc386a2f,2018-08-03 20:43:00,2018-08-10 23:02:00,2018-08-17,delivered,101.34,22,7.0,386,341,386,187,1,Musical Instruments,SP,1
936,c74bd07279ff9071da02e33f07e77bed,1,2018-01-22 16:09:00,34.99,9.34,a6d8302831afb228546eccf6cb3b3b48,2017-04-27 23:52:00,2017-05-12 18:17:00,2017-05-30,delivered,44.33,20,15.0,387,201,387,188,1,Furniture,RS,1
937,c74d3a9c61db3b1be7b8c176eab1aa09,1,2018-06-18 03:13:00,34.99,9.34,df0c259fcd231dc0a72eceb0bec4102f,2018-02-12 17:24:00,2018-02-26 15:04:00,2018-03-06,delivered,44.33,56,14.0,388,244,388,189,1,Makeup,CE,1
938,c785f1a060411564862b6a4d755f3de8,1,2018-08-27 14:55:00,34.99,9.34,9190d6ac7534e99da5edfd3aa43b29a6,2018-02-25 22:12:00,2018-03-06 19:24:00,2018-03-22,delivered,44.33,40,9.0,389,287,389,190,1,Accessories,SP,1
939,c921b31250ffb9719326413202688113,1,2017-03-15 21:17:00,34.99,9.34,0a9854e7028c74302d0963fa56e77a18,2018-05-07 13:37:00,2018-05-21 13:14:00,2018-06-05,delivered,44.33,52,14.0,390,113,390,191,1,Bathroom,SP,1
940,c97b6271a445cec849420383547b34da,1,2018-05-14 12:55:00,77.9,23.35,6a1250106d0de8395377553e4dd2b5fc,2018-08-08 20:21:00,2018-08-13 15:57:00,2018-08-16,delivered,101.25,39,5.0,391,243,391,192,1,Home Design,SP,1
